"COM";"LIBELLE"
"49249";"La Pouëze"
"49250";"La Prévière"
"49251";"Pruillé"
"49252";"Le Puiset-Doré"
"49254";"Querré"
"49256";"Rablay-sur-Layon"
"49258";"La Renaudière"
"49263";"Roussay"
"49264";"Saint-André-de-la-Marche"
"49265";"Saint-Aubin-de-Luigné"
"49268";"Sainte-Christine"
"49270";"Saint-Christophe-la-Couperie"
"49273";"Saint-Crespin-sur-Moine"
"49274";"Saint-Cyr-en-Bourg"
"49276";"Saint-Florent-le-Vieil"
"49277";"Sainte-Gemmes-d'Andigné"
"49279";"Saint-Georges-des-Sept-Voies"
"49280";"Saint-Georges-du-Bois"
"49281";"Saint-Georges-des-Gardes"
"49282";"Saint-Georges-sur-Layon"
"49285";"Saint-Germain-sur-Moine"
"49286";"Saint-Hilaire-du-Bois"
"49287";"Saint-Hilaire-Saint-Florent"
"49289";"Saint-Jean-de-Linières"
"49290";"Saint-Jean-des-Mauvrets"
"49293";"Saint-Lambert-des-Levées"
"49295";"Saint-Laurent-de-la-Plaine"
"49296";"Saint-Laurent-des-Autels"
"49297";"Saint-Laurent-du-Mottay"
"49300";"Saint-Lézin"
"49303";"Saint-Martin-d'Arcé"
"49304";"Saint-Martin-de-la-Place"
"49305";"Saint-Martin-du-Bois"
"49309";"Saint-Michel-et-Chanveaux"
"49312";"Saint-Philbert-en-Mauges"
"49313";"Saint-Pierre-Montlimart"
"49314";"Saint-Quentin-en-Mauges"
"49315";"Saint-Quentin-lès-Beaurepaire"
"49316";"Saint-Rémy-en-Mauges"
"49317";"Saint-Rémy-la-Varenne"
"49318";"Saint-Saturnin-sur-Loire"
"49319";"Saint-Sauveur-de-Flée"
"49320";"Saint-Sauveur-de-Landemont"
"49322";"Saint-Sulpice"
"49324";"La Salle-et-Chapelle-Aubry"
"49325";"La Salle-de-Vihiers"
"49327";"Saulgé-l'Hôpital"
"49335";"Sourdres"
"49337";"Soucelles"
"49342";"Tancoigné"
"49346";"Le Thoureil"
"49348";"Tigné"
"49349";"Tillières"
"49350";"Torfou"
"49351";"La Tourlandry"
"49354";"Le Tremblay"
"49356";"Trémont"
"49360";"La Varenne"
"49363";"Vauchrétien"
"49365";"Les Verchers-sur-Layon"
"49366";"Vergonnes"
"49372";"Le Vieil-Baugé"
"49375";"Villedieu-la-Blouère"
"49376";"Villemoisan"
"49379";"Le Voide"
"49380";"Vaulandry"
"49382";"Le Fresne-sur-Loire"
"50001";"Acqueville"
"50007";"Ancteville"
"50009";"Angey"
"50010";"Angoville-au-Plain"
"50014";"Anneville-sur-Mer"
"50018";"Argouges"
"50020";"Auderville"
"50035";"Baudreville"
"50037";"La Bazoge"
"50043";"Bellefontaine"
"50047";"La Beslière"
"50051";"Beuzeville-au-Plain"
"50053";"Les Biards"
"50056";"Bion"
"50057";"Biville"
"50061";"Boisroger"
"50063";"Bolleville"
"50073";"Branville-Hague"
"50075";"Brectouville"
"50080";"Brévands"
"50089";"Brucheville"
"50100";"Carnet"
"50103";"Carquebut"
"50107";"Catz"
"50113";"Chalandrey"
"50116";"Champcey"
"50119";"Les Champs-de-Losque"
"50123";"La Chapelle-en-Juger"
"50125";"Chasseguey"
"50127";"Chef-du-Pont"
"50128";"Le Chefresne"
"50131";"Chérencé-le-Roussel"
"50132";"Les Chéris"
"50133";"Chèvreville"
"50134";"Chevry"
"50136";"Coigny"
"50140";"Contrières"
"50154";"La Croix-Avranchin"
"50160";"Denneville"
"50163";"Digulleville"
"50170";"Écoquenéauville"
"50171";"Éculleville"
"50173";"Équeurdreville-Hainneville"
"50179";"Ferrières"
"50187";"Flottemanville-Hague"
"50189";"Fontenay"
"50191";"Foucarville"
"50202";"Giéville"
"50203";"La Glacerie"
"50204";"Glatigny"
"50213";"Gourfaleur"
"50220";"Gréville-Hague"
"50223";"Guéhébert"
"50224";"Guilberville"
"50242";"Herqueville"
"50244";"Hérenguerville"
"50245";"Heussé"
"50249";"Houesville"
"50254";"Husson"
"50255";"Hyenville"
"50257";"Jobourg"
"50280";"Lozon"
"50284";"Macey"
"50286";"La Mancellière"
"50287";"La Mancellière-sur-Vire"
"50293";"Martigny"
"50301";"Le Mesnil-Amand"
"50306";"Le Mesnil-Boufs"
"50308";"Le Mesnilbus"
"50309";"Le Mesnil-Drey"
"50313";"Le Mesnil-Herman"
"50316";"Le Mesnil-Opac"
"50318";"Le Mesnil-Rainfray"
"50320";"Le Mesnil-Rogues"
"50322";"Le Mesnil-Thébault"
"50323";"Le Mesnil-Tôve"
"50325";"Le Mesnil-Vigot"
"50329";"Milly"
"50330";"Mobecq"
"50337";"Montanel"
"50339";"Montchaton"
"50343";"Montgardon"
"50344";"Montgothier"
"50346";"Montigny"
"50348";"Montmartin-en-Graignes"
"50354";"Montsurvent"
"50355";"Montviron"
"50367";"Naftel"
"50377";"Noirpalu"
"50380";"Notre-Dame-d'Elle"
"50381";"Notre-Dame-du-Touchet"
"50385";"Omonville-la-Petite"
"50386";"Omonville-la-Rogue"
"50396";"Les Perques"
"50404";"Placy-Montaigu"
"50414";"Précorbin"
"50415";"Prétot-Sainte-Suzanne"
"50416";"Querqueville"
"50418";"Quettetot"
"50427";"Ravenoville"
"50434";"La Rochelle-Normande"
"50438";"La Ronde-Haye"
"50439";"Ronthon"
"50440";"Rouffigny"
"50441";"Rouxeville"
"50449";"Saint-Aubin-du-Perron"
"50458";"Saint-Côme-du-Mont"
"50460";"Sainte-Croix-Hague"
"50465";"Saint-Ébremond-de-Bonfossé"
"50470";"Saint-Georges-de-Bohon"
"50477";"Saint-Germain-des-Vaux"
"50485";"Saint-Hilaire-Petitville"
"50494";"Saint-Jean-du-Corail"
"50497";"Saint-Jores"
"50501";"Saint-Léger"
"50503";"Saint-Lô-d'Ourville"
"50508";"Sainte-Marie-du-Bois"
"50515";"Saint-Martin-de-Landelles"
"50516";"Saint-Martin-des-Champs"
"50520";"Saint-Martin-le-Hébert"
"50524";"Saint-Michel-de-la-Pierre"
"50534";"Saint-Pellerin"
"50544";"Saint-Rémy-des-Landes"
"50545";"Saint-Romphaire"
"50557";"Saint-Symphorien-des-Monts"
"50558";"Saint-Symphorien-le-Valois"
"50561";"Saint-Ursin"
"50573";"Servigny"
"50581";"Soulles"
"50583";"Sourdeval-les-Bois"
"50586";"Surville"
"50600";"Tonneville"
"50602";"Tourlaville"
"50605";"Trelly"
"50611";"Urville-Nacqueville"
"50614";"Le Valdécie"
"50620";"Vasteville"
"50622";"Vaudrimesnil"
"50623";"Vauville"
"50625";"Vengeons"
"50627";"Vergoncey"
"50630";"Vessey"
"50631";"Les Veys"
"50632";"Vezins"
"50635";"Vidouville"
"50636";"Vierville"
"50638";"Villechien"
"50640";"Villiers-le-Pré"
"50644";"Virey"
"50646";"Le Vrétot"
"51021";"Aulnay-aux-Planches"
"51024";"Aulnizeux"
"51064";"Bisseuil"
"51261";"Fresne-lès-Reims"
"51271";"Gionges"
"51331";"Louvois"
"51347";"Mareuil-sur-Ay"
"51383";"Morains"
"51405";"Normée"
"51411";"Oger"
"51494";"Sainte-Livière"
"51575";"Toulon-la-Montagne"
"51651";"Voipreux"
"51664";"Gernicourt"
"52010";"Anglus"
"52018";"Argentolles"
"52020";"Arnoncourt-sur-Apance"
"52032";"Avrainville"
"52036";"Balesmes-sur-Marne"
"52041";"Beaucharmoy"
"52049";"Biernes"
"52052";"Blaise"
"52054";"Blancheville"
"52068";"Braucourt"
"52071";"Bressoncourt"
"52073";"Breuil-sur-Marne"
"52077";"Broncourt"
"52078";"Brottes"
"52080";"Brouthières"
"52081";"Buchey"
"52100";"Champcourt"
"52111";"Charmoilles"
"52112";"Charmoy"
"52117";"Chatoillenot"
"52139";"Colombey-lès-Choiseul"
"52143";"Corgirnon"
"52144";"Corlée"
"52150";"Courcelles-Val-d'Esnoms"
"52153";"Créancey"
"52154";"Crenay"
"52176";"Donnemarie"
"52180";"Droyes"
"52186";"Épinant"
"52191";"Essey-les-Eaux"
"52192";"Essey-les-Ponts"
"52202";"Flornoy"
"52209";"Fresnoy-en-Bassigny"
"52210";"Frettes"
"52215";"Genrupt"
"52224";"Gonaincourt"
"52225";"Goncourt"
"52226";"Gourzon"
"52236";"Harméville"
"52238";"Harricourt"
"52239";"Heuilley-Cotton"
"52252";"Jorquenay"
"52259";"Laharmand"
"52261";"Lamargelle-aux-Bois"
"52262";"Lamothe-en-Blaisy"
"52263";"Landéville"
"52268";"Laneuville-au-Bois"
"52270";"Lannes"
"52279";"Lavilleneuve-aux-Fresnes"
"52281";"Lécourt"
"52283";"Lénizeul"
"52293";"Longeville-sur-la-Laines"
"52296";"Louze"
"52299";"Maconcourt"
"52309";"Marault"
"52314";"Marmesse"
"52317";"Maulain"
"52324";"Meuvy"
"52329";"Montesson"
"52333";"Montlandon"
"52339";"Montsaon"
"52340";"Montsaugeon"
"52345";"Musseau"
"52351";"Nijon"
"52361";"Odival"
"52368";"Ormoy-sur-Aube"
"52379";"Pautaines-Augeville"
"52381";"Percey-le-Pautel"
"52387";"Piépape"
"52389";"Pierrefontaines"
"52402";"Prangey"
"52404";"Pratz"
"52408";"Prez-sur-Marne"
"52409";"Provenchères-sur-Marne"
"52410";"Provenchères-sur-Meuse"
"52412";"Le Puits-des-Mèzes"
"52417";"Ravennefontaines"
"52418";"Récourt"
"52427";"Robert-Magny"
"52434";"Roôcourt-la-Côte"
"52435";"Rosoy-sur-Amance"
"52441";"Rozières"
"52451";"Saint-Martin-sur-la-Renne"
"52454";"Saint-Michel"
"52460";"Sarcicourt"
"52462";"Saucourt-sur-Rognon"
"52466";"Sauvage-Magny"
"52477";"Sommermont"
"52478";"Sommeville"
"52481";"Soulaincourt"
"52496";"Troischamps"
"52498";"Tronchoy"
"52501";"Valdelancourt"
"52508";"Vaux-la-Douce"
"52509";"Vaux-sous-Aubigny"
"52521";"Vieux-Moulins"
"52527";"Villars-Saint-Marcellin"
"52530";"Villemervry"
"52531";"Villemoron"
"52532";"Villiers-aux-Bois"
"52533";"Villiers-aux-Chênes"
"52537";"Villiers-sur-Marne"
"53004";"Ampoigné"
"53006";"Argenton-Notre-Dame"
"53014";"Azé"
"53032";"Blandouet"
"53044";"Brétignolles-le-Moulin"
"53050";"Chammes"
"53065";"Châtres-la-Forêt"
"53092";"Deux-Évailles"
"53095";"Épineux-le-Seguin"
"53138";"Longuefuye"
"53159";"Montourtier"
"53194";"Ruillé-le-Gravelais"
"53205";"Saint-Céneré"
"53207";"Saint-Christophe-du-Luat"
"53215";"Saint-Fort"
"53231";"Saint-Laurent-des-Mortiers"
"53239";"Saint-Martin-de-Connée"
"53241";"Saint-Michel-de-Feins"
"53244";"Saint-Ouën-des-Vallons"
"53252";"Saint-Samson"
"53254";"Saint-Sulpice"
"53274";"Vimarcé"
"54341";"Mance"
"54342";"Mancieulles"
"54506";"Sexey-les-Bois"
"55006";"Amblaincourt"
"55016";"Aulnois-sous-Vertuzey"
"55019";"Auzécourt"
"55020";"Auzéville-en-Argonne"
"55030";"Baudignécourt"
"55052";"Billy-sous-les-Côtes"
"55056";"Blercourt"
"55086";"Bulainville"
"55092";"Buxerulles"
"55112";"Chennevières"
"55126";"Corniéville"
"55131";"Cousances-au-Bois"
"55136";"Creuë"
"55151";"Deuxnouds-aux-Bois"
"55152";"Deuxnouds-devant-Beauzée"
"55161";"Domremy-aux-Bois"
"55164";"Douaumont"
"55176";"Érize-la-Grande"
"55190";"Fleury-sur-Aire"
"55203";"Génicourt-sous-Condé"
"55205";"Gérauvilliers"
"55213";"Gironville-sous-les-Côtes"
"55223";"Hadonville-lès-Lachaussée"
"55230";"Haraumont"
"55231";"Hargeville-sur-Chée"
"55233";"Hattonchâtel"
"55234";"Hattonville"
"55235";"Haucourt-la-Rigole"
"55238";"Haumont-lès-Lachaussée"
"55240";"Hautecourt-lès-Broville"
"55249";"Houdelaucourt-sur-Othain"
"55259";"Jubécourt"
"55273";"Lamarche-en-Woëvre"
"55283";"Lavignéville"
"55287";"Lempire-aux-Bois"
"55294";"Liouville"
"55305";"Louppy-sur-Chée"
"55308";"Loxéville"
"55309";"Luméville-en-Ornois"
"55314";"Malaumont"
"55318";"Les Marats"
"55319";"Marbotte"
"55342";"Mondrecourt"
"55390";"Oëy"
"55392";"Ollières"
"55393";"Ornel"
"55402";"Parois"
"55413";"Rampont"
"55418";"Réchicourt"
"55432";"Rignaucourt"
"55441";"Rosières-en-Blois"
"55451";"Saint-Agnant-sous-les-Côtes"
"55455";"Saint-Benoît-en-Woëvre"
"55478";"Savonnières-en-Woëvre"
"55480";"Senard"
"55483";"Senonville"
"55486";"Seraucourt"
"55491";"Sommaisne"
"55499";"Spada"
"55513";"Tourailles-sous-Bois"
"55538";"Vaux-la-Grande"
"55539";"Vaux-la-Petite"
"55542";"Véel"
"55548";"Vertuzey"
"55550";"Viéville-sous-les-Côtes"
"55558";"Ville-Issey"
"55585";"Woinville"
"56037";"La Chapelle-Caro"
"56038";"La Chapelle-Gaceline"
"56049";"Croixanvec"
"56059";"Les Forges"
"56064";"Glénac"
"56142";"Moustoir-Remungol"
"56150";"Noyalo"
"56183";"Quelneuc"
"56187";"Quily"
"56192";"Remungol"
"57023";"Angviller-lès-Bisping"
"57135";"Chémery"
"57157";"Coutures"
"57184";"Dornot"
"57279";"Guirlange"
"57285";"Halling-lès-Boulay"
"57378";"Landonvillers"
"57420";"Loutremange"
"57432";"Maizery"
"57495";"Narbéfontaine"
"57523";"Ogy"
"57585";"Ritzing"
"57722";"Vionville"
"58022";"Balleray"
"58091";"Cours"
"58100";"Dompierre-sur-Héry"
"58167";"Michaugues"
"59154";"Coudekerque-Village"
"59248";"Fort-Mardyck"
"59298";"Hellemmes-Lille"
"59355";"Lomme"
"59380";"Mardyck"
"59404";"Les Moëres"
"59540";"Saint-Pol-sur-Mer"
"59561";"Selvigny"
"60018";"Anserville"
"60038";"Bachivillers"
"60080";"Boissy-le-Bois"
"60096";"Boutavent"
"60246";"Fosseuse"
"60300";"Hardivillers-en-Vexin"
"60417";"Montherlant"
"60453";"La Neuville-d'Aumont"
"60455";"La Neuville-Garnier"
"60532";"Ressons-l'Abbaye"
"60694";"Villotran"
"61003";"Anceins"
"61004";"Antoigny"
"61009";"Aubry-en-Exmes"
"61016";"Autheuil"
"61019";"Avernes-sous-Exmes"
"61025";"La Baroche-sous-Lucé"
"61027";"Batilly"
"61031";"Beauchêne"
"61033";"Beaulandais"
"61045";"Bivilliers"
"61047";"Bocquencé"
"61057";"Le Bourg-Saint-Léonard"
"61058";"Bréel"
"61059";"Bresolettes"
"61065";"Bubertré"
"61073";"La Carneille"
"61083";"Chambois"
"61090";"Champs"
"61106";"Chênedouit"
"61109";"Clairefougère"
"61110";"La Cochère"
"61112";"Colonard-Corubert"
"61115";"Condeau"
"61125";"Coulonges-les-Sablons"
"61127";"La Courbe"
"61131";"Courménil"
"61135";"Couterne"
"61136";"Couvains"
"61144";"Dancé"
"61154";"Eperrais"
"61155";"L'Épinay-le-Comte"
"61157";"Exmes"
"61161";"Fel"
"61172";"Fontenai-les-Louvets"
"61173";"Fontenai-sur-Orne"
"61174";"La Forêt-Auvray"
"61177";"Frênes"
"61179";"La Fresnaye-au-Sauvage"
"61184";"Gauville"
"61185";"Gémages"
"61186";"Geneslay"
"61191";"Glos-la-Ferrière"
"61200";"Haleine"
"61201";"La Haute-Chapelle"
"61204";"L'Hermitière"
"61205";"Heugon"
"61220";"La Lande-sur-Eure"
"61223";"Larchamp"
"61226";"Lignerolles"
"61231";"Longuenoë"
"61235";"Loré"
"61236";"Loucé"
"61239";"Lucé"
"61246";"Mâle"
"61247";"Malétable"
"61249";"Marcei"
"61250";"Marchainville"
"61253";"Marmouillé"
"61270";"Ménil-Jean"
"61280";"Monceaux-au-Perche"
"61282";"Monnai"
"61285";"Montgaroult"
"61296";"Moulicent"
"61299";"Moussonvilliers"
"61305";"Neuilly-sur-Eure"
"61306";"Neuville-près-Sées"
"61311";"Normandel"
"61313";"Notre-Dame-du-Rocher"
"61315";"Omméel"
"61318";"Origny-le-Butin"
"61320";"Orville"
"61325";"La Perrière"
"61335";"La Poterie-au-Perche"
"61337";"Préaux-du-Perche"
"61338";"Prépotin"
"61340";"Rabodanges"
"61343";"Randonnai"
"61353";"Ronfeugerai"
"61354";"Les Rotours"
"61355";"Rouellé"
"61356";"La Rouge"
"61359";"Saint-Agnan-sur-Erre"
"61364";"Saint-Aubert-sur-Orne"
"61368";"Saint-Aubin-des-Grois"
"61377";"Saint-Cornier-des-Landes"
"61378";"Sainte-Croix-sur-Orne"
"61380";"Saint-Denis-de-Villenette"
"61383";"Saint-Didier-sous-Écouves"
"61403";"Saint-Hilaire-la-Gérard"
"61409";"Saint-Jean-de-la-Forêt"
"61410";"Saint-Jean-des-Bois"
"61417";"Saint-Loyer-des-Champs"
"61428";"Saint-Maurice-du-Désert"
"61431";"Saint-Michel-des-Andaines"
"61434";"Saint-Nicolas-des-Laitiers"
"61437";"Saint-Ouen-de-la-Cour"
"61441";"Saint-Ouen-sur-Maire"
"61449";"Saint-Pierre-la-Rivière"
"61455";"Saint-Siméon"
"61458";"Saint-Victor-de-Réno"
"61465";"Ségrie-Fontaine"
"61468";"Sentilly"
"61469";"Sept-Forges"
"61470";"Serans"
"61471";"Sérigny"
"61477";"Survie"
"61478";"Taillebois"
"61489";"Les Tourailles"
"61496";"Urou-et-Crennes"
"61504";"Villebadin"
"61506";"Villers-en-Ouche"
"61511";"Vrigny"
"61513";"Yvrandes"
"62110";"Berguette"
"62294";"Enguinegatte"
"62431";"Herbelles"
"62482";"Labuissière"
"62575";"Molinghem"
"63018";"Aulhat-Saint-Privat"
"63068";"Cellule"
"63078";"Chaméane"
"63133";"Dallet"
"63316";"Saint-Anastaise"
"64020";"Ance"
"64030";"Arance"
"64055";"Arros-d'Oloron"
"64163";"Camou-Mixe-Suhast"
"64164";"Capbis"
"64169";"Cassaber"
"64248";"Gouze"
"64278";"Ithorots-Olhaïby"
"64333";"Lendresse"
"64384";"Mifaget"
"64402";"Montestrucq"
"64497";"Sainte-Suzanne"
"64553";"Viellenave-sur-Bidouze"
"65008";"Anéran-Camors"
"65027";"Armenteule"
"65122";"Camous"
"65188";"Gavarnie"
"65227";"Ilhan"
"65246";"Lahitte"
"65365";"Pouchergues"
"67007";"Altenstadt"
"67014";"Auenheim"
"67015";"Avenheim"
"67024";"Behlenheim"
"67041";"Birkenwald"
"67042";"Birlenbach"
"67064";"Bremmelbach"
"67114";"Eberbach-Worth"
"67157";"Gimbrett"
"67158";"Gingsheim"
"67170";"Griesbach"
"67171";"Griesbach-le-Bastberg"
"67193";"Hermerswiller"
"67207";"Hohatzenheim"
"67211";"Hohwiller"
"67219";"Imbsheim"
"67224";"Irmstett"
"67243";"Kleinfrankenheim"
"67251";"Kuhlendorf"
"67262";"Leiterswiller"
"67284";"Mattstall"
"67294";"Mitschdorf"
"67297";"Mittelhausen"
"67316";"Nehwiller-près-Worth"
"67332";"Niederseebach"
"67374";"Pfettisheim"
"67376";"Bischtroff-sur-Sarre"
"67390";"Reimerswiller"
"67393";"Reitwiller"
"67399";"Riedheim"
"67402";"Ringeldorf"
"67419";"Rumersheim"
"67431";"Salenthal"
"67439";"Schaffhouse-sur-Zorn"
"67457";"Schwabwiller"
"67469";"Singrist"
"67496";"Uberach"
"67512";"La Walck"
"67533";"Wilshausen"
"67549";"Wollenheim"
"67560";"Zobersdorf"
"67561";"Zollingen"
"67562";"Zutzendorf"
"68031";"Bernwiller"
"68070";"Didenheim"
"68108";"Grentzingen"
"68133";"Henflingen"
"68164";"Kientzheim"
"68206";"Michelbach"
"68233";"Niederbruck"
"68272";"Riedwihr"
"68310";"Sigolsheim"
"68314";"Soppe-le-Haut"
"68319";"Spechbach-le-Bas"
"69015";"Avenas"
"69025";"Bourg-de-Thizy"
"69041";"La Chapelle-de-Mardore"
"69048";"Chassagny"
"69073";"Dareizé"
"69101";"Jarnioux"
"69114";"Liergues"
"69123";"Lyon"
"69128";"Mardore"
"69129";"Marnand"
"69144";"Nuelles"
"69146";"Oingt"
"69147";"Les Olmes"
"69150";"Ouroux"
"69158";"Pont-Trambouze"
"69185";"Saint-Christophe"
"69195";"Saint-Didier-sous-Riverie"
"69210";"Saint-Jacques-des-Arrêts"
"69211";"Saint-Jean-d'Ardières"
"69213";"Saint-Jean-de-Touslas"
"69222";"Saint-Laurent-d'Oingt"
"69223";"Saint-Loup"
"69224";"Saint-Mamert"
"69237";"Saint-Sorlin"
"69247";"Thel"
"69251";"Trades"
"70033";"Aubertans"
"70034";"Aubigney"
"70068";"Betoncourt-les-Ménétriers"
"70108";"Bussurel"
"70123";"Champlitte-la-Ville"
"70131";"Charentenay"
"70173";"Corcelles"
"70191";"Cubry-lès-Soing"
"70223";"Étroitefontaine"
"70241";"Les Fontenis"
"70246";"Fouvent-le-Bas"
"70281";"Greucourt"
"70300";"Leffond"
"70333";"Margilley"
"70345";"Miellin"
"70346";"Mignafans"
"70354";"Montarlot-lès-Champlitte"
"70370";"Montseugny"
"70382";"Neuvelle-lès-Champlitte"
"70391";"Noroy-lès-Jussey"
"70434";"Quitteur"
"70458";"Saint-Andoche"
"70465";"Saint-Julien"
"70475";"Saint-Valbert"
"70497";"Tavey"
"70551";"Vezet"
"70570";"Virey"
"71055";"Brandon"
"71180";"Donzy-le-National"
"71260";"Loché"
"71288";"Massy"
"71304";"Montagny-sur-Grosne"
"71375";"Le Rousset"
"71432";"Saint-Jean-le-Priche"
"71511";"Sennecé-lès-Mâcon"
"71587";"Vitry-lès-Cluny"
"72063";"La Chapelle-Gaugain"
"72069";"Chassé"
"72081";"Cherreau"
"72082";"Le Chevain"
"72097";"Coulombiers"
"72108";"Cré-sur-Loir"
"72117";"Dissé-sous-le-Lude"
"72159";"Lavenay"
"72162";"Lignières-la-Carelle"
"72203";"Montabon"
"72207";"Montigny"
"72240";"Poncé-sur-le-Loir"
"72258";"Roullée"
"72284";"Saint-Germain-sur-Sarthe"
"72288";"Saint-Hilaire-le-Lierru"
"72304";"Sainte-Osmane"
"72318";"Saint-Rigomer-des-Bois"
"72384";"Vouvray-sur-Loir"
"73002";"Aiguebelle"
"73035";"Beaune"
"73038";"Bellentre"
"73045";"Le Bois"
"73046";"Bonneval"
"73056";"Bramans"
"73060";"Celliers"
"73062";"Cessens"
"73080";"Le Châtel"
"73093";"La Côte-d'Aime"
"73102";"Doucy"
"73108";"Épersy"
"73111";"Étable"
"73112";"Feissons-sur-Isère"
"73115";"Fontaine-le-Puits"
"73118";"Francin"
"73126";"Granier"
"73127";"Gresin"
"73143";"Lanslebourg-Mont-Cenis"
"73144";"Lanslevillard"
"73148";"Longefoy"
"73158";"Mognard"
"73163";"Montaimont"
"73167";"Montgellafrey"
"73169";"Montgirod"
"73174";"Montrond"
"73185";"Naves"
"73199";"Petit-Cour"
"73203";"Pontamafrey-Montpascal"
"73209";"Pussy"
"73238";"Saint-Germain-la-Chambotte"
"73239";"Saint-Girod"
"73244";"Saint-Jean-de-Belleville"
"73260";"Saint-Maurice-de-Rotherens"
"73266";"Saint-Oyen"
"73287";"Sollières-Sardières"
"73291";"Tessens"
"73295";"Thyl"
"73305";"Valezan"
"73321";"Villarlurin"
"73325";"Villette"
"74011";"Annecy-le-Vieux"
"74022";"Aviernoz"
"74084";"Cons-Sainte-Colombe"
"74093";"Cran-Gevrier"
"74113";"Ésery"
"74120";"Évires"
"74182";"Meythet"
"74187";"Montmin"
"74204";"Les Ollières"
"74217";"Pringy"
"74245";"Saint-Martin-Bellevue"
"74268";"Seynod"
"75056";"Paris"
"76003";"Ambourville"
"76027";"Assigny"
"76031";"Auberville-la-Campagne"
"76037";"Auquemesnil"
"76044";"Auzouville-Auberbosc"
"76073";"Belleville-sur-Mer"
"76078";"Bennetot"
"76080";"Bermonville"
"76081";"Berneval-le-Grand"
"76098";"Biville-sur-Mer"
"76127";"Bosc-Roger-sur-Buchy"
"76137";"Bracquemont"
"76145";"Brunville"
"76191";"Cressy"
"76215";"Derchigny"
"76248";"Estouteville-Écalles"
"76277";"Le Fossé"
"76301";"Glicourt"
"76310";"Gouchaupre"
"76326";"Greny"
"76337";"Guilmécourt"
"76376";"Intraville"
"76466";"Neuville-lès-Dieppe"
"76496";"Penly"
"76525";"Ricarville"
"76539";"Rouelles"
"76607";"Sainte-Marguerite-sur-Fauville"
"76625";"Saint-Nicolas-de-Bliquetuit"
"76639";"Saint-Pierre-Lavis"
"76643";"Saint-Quentin-au-Bosc"
"76659";"Saint-Wandrille-Rançon"
"76674";"Sévis"
"76696";"Tocqueville-sur-Eu"
"76701";"Touffreville-la-Cable"
"76704";"Tourville-la-Chapelle"
"76713";"Triquerville"
"76729";"Veauville-lès-Baons"
"76742";"Villequier"
"77166";"Écuelles"
"77170";"Épisy"
"77189";"Fontaine-sous-Montaiguillon"
"77299";"Montarlot"
"77324";"Moutils"
"77334";"Nesles"
"77346";"Ormeaux"
"77351";"Ozouer-le-Repos"
"77375";"Préaux"
"77399";"Saint-Ange-le-Viel"
"77491";"Veneux-les-Sablons"
"77497";"Vieux-Maisons"
"77499";"Vilbert"
"77502";"Villegagnon"
"78251";"Fourqueux"
"78524";"Rocquencourt"
"79004";"Aigonnay"
"79006";"Les Alleuds"
"79026";"Bagneux"
"79027";"La Bataille"
"79028";"Beaulieu-sous-Bressuire"
"79033";"Belleville"
"79035";"Le Beugnon"
"79039";"Boisserolles"
"79041";"Borcq-sur-Airvault"
"79043";"Bouillé-Loretz"
"79044";"Bouillé-Saint-Paul"
"79051";"Le Breuil-Bernard"
"79052";"Breuil-Chaussée"
"79053";"Le Breuil-sous-Argenton"
"79054";"Brie"
"79065";"Chambroutet"
"79068";"Chantecorps"
"79072";"La Chapelle-Gaudin"
"79073";"La Chapelle-Largeau"
"79075";"La Chapelle-Saint-Étienne"
"79093";"Clazay"
"79098";"La Couarde"
"79099";"La Coudre"
"79107";"Crézières"
"79113";"Étusson"
"79143";"Les Jumeaux"
"79155";"Loublande"
"79168";"Massais"
"79171";"Mauzé-Thouarsais"
"79173";"Mazières-sur-Béronne"
"79178";"Missé"
"79181";"Montigné"
"79182";"Montigny"
"79186";"Moulins"
"79187";"Moutiers-sous-Argenton"
"79188";"Moutiers-sous-Chantemerle"
"79192";"Noirlieu"
"79193";"Noirterre"
"79199";"Paizay-le-Tort"
"79219";"Priaires"
"79222";"Pugny"
"79224";"Le Puy-Saint-Bonnet"
"79232";"La Ronde"
"79233";"Rorthais"
"79237";"Saint-Aubin-de-Baubigné"
"79240";"Sainte-Blandine"
"79247";"Saint-Étienne-la-Cigogne"
"79260";"Saint-Jouin-de-Marnes"
"79261";"Saint-Jouin-de-Milly"
"79264";"Saint-Léger-de-la-Martinière"
"79272";"Saint-Marsault"
"79279";"Saint-Martin-lès-Melle"
"79282";"Saint-Médard"
"79288";"Saint-Pierre-à-Champ"
"79292";"Sainte-Radegonde"
"79296";"Saint-Sauveur"
"79314";"Sompt"
"79317";"Soulièvres"
"79318";"Soutiers"
"79321";"Taizé-Maulais"
"79323";"Le Temple"
"79324";"Terves"
"79325";"Tessonnière"
"79327";"Thorigné"
"79328";"Thorigny-sur-le-Mignon"
"79330";"Tillou"
"79333";"Ulcot"
"79344";"Verrines-sous-Celles"
"80007";"Agnières"
"80111";"Boisrault"
"80175";"Carnoy"
"80257";"Dreuil-lès-Molliens"
"80289";"Estrées-en-Chaussée"
"80363";"Frettemolle"
"80382";"Gouy-l'Hôpital"
"80394";"Guémicourt"
"80398";"Guibermesnil"
"80441";"Hocquincourt"
"80447";"Hyencourt-le-Grand"
"80454";"Laboissière-Saint-Martin"
"80457";"Lahaye-Saint-Romain"
"80483";"Lincheux-Hallivillers"
"80492";"Longvillers"
"80510";"Marcheville"
